 (HEAD -> strings, origin/strings) : 20523970e499f503556de9c9c53dcc649534a92b
Timestamp: 2016-07-13 16:44:03 -0700
Epoch Timestamp: 1468453443
--------------------------------------------------------------------------------
test, time(s), result
Tests/Unit/pos/Coercion.hs, 0.6567, True
Tests/Unit/pos/cmptag0.hs, 0.7838, True
Tests/Unit/pos/ClojurVector.hs, 0.9242, True
Tests/Unit/pos/ClassReg.hs, 0.6820, True
Tests/Unit/pos/Class2.hs, 0.6623, True
Tests/Unit/pos/Class.hs, 1.0116, True
Tests/Unit/pos/Chunks.hs, 0.8081, True
Tests/Unit/pos/Cat.hs, 0.6585, True
Tests/Unit/pos/case-lambda-join.hs, 0.8765, True
Tests/Unit/pos/BST000.hs, 1.5836, True
Tests/Unit/pos/BST.hs, 6.8692, True
Tests/Unit/pos/bounds1.hs, 0.6731, True
Tests/Unit/pos/Books.hs, 0.7429, True
Tests/Unit/pos/BinarySearch.hs, 0.8710, True
Tests/Unit/pos/bar.hs, 0.6299, True
Tests/Unit/pos/bangPatterns.hs, 0.6945, True
Tests/Unit/pos/AVLRJ.hs, 2.9842, True
Tests/Unit/pos/AVL.hs, 2.5736, True
Tests/Unit/pos/Avg.hs, 0.7034, True
Tests/Unit/pos/AutoTerm1.hs, 0.6631, True
Tests/Unit/pos/AutoTerm.hs, 0.7292, True
Tests/Unit/pos/AutoSize.hs, 0.6832, True
Tests/Unit/pos/AssumedRecursive.hs, 0.6241, True
Tests/Unit/pos/Assume.hs, 0.6905, True
Tests/Unit/pos/anish1.hs, 0.7014, True
Tests/Unit/pos/anftest.hs, 0.7086, True
Tests/Unit/pos/anfbug.hs, 0.8398, True
Tests/Unit/pos/AmortizedQueue.hs, 0.8793, True
Tests/Unit/pos/alphaconvert-Set.hs, 0.9314, True
Tests/Unit/pos/alphaconvert-List.hs, 1.2518, True
Tests/Unit/pos/alias01.hs, 0.6667, True
Tests/Unit/pos/alias00.hs, 0.6782, True
Tests/Unit/pos/adt0.hs, 0.6998, True
Tests/Unit/pos/Ackermann.hs, 0.7713, True
Tests/Unit/pos/absref-crash0.hs, 0.6879, True
Tests/Unit/pos/absref-crash.hs, 0.6493, True
Tests/Unit/pos/Abs.hs, 0.6683, True
Tests/Unit/neg/wrap1.hs, 1.1216, True
Tests/Unit/neg/wrap0.hs, 0.8138, True
Tests/Unit/neg/vector2.hs, 1.5740, True
Tests/Unit/neg/vector1a.hs, 1.0641, True
Tests/Unit/neg/vector0a.hs, 0.7848, True
Tests/Unit/neg/vector00.hs, 0.7908, True
Tests/Unit/neg/vector0.hs, 0.9403, True
Tests/Unit/neg/Variance1.hs, 0.6718, True
Tests/Unit/neg/Variance.hs, 0.6722, True
Tests/Unit/neg/tyclass0-unsafe.hs, 0.6485, True
Tests/Unit/neg/truespec.hs, 0.6982, True
Tests/Unit/neg/trans.hs, 2.1058, True
Tests/Unit/neg/TopLevel.hs, 0.6963, True
Tests/Unit/neg/testRec.hs, 0.8020, True
Tests/Unit/neg/test2.hs, 0.7311, True
Tests/Unit/neg/test1.hs, 0.7205, True
Tests/Unit/neg/test00c.hs, 0.6853, True
Tests/Unit/neg/test00b.hs, 0.7663, True
Tests/Unit/neg/test00a.hs, 0.7111, True
Tests/Unit/neg/test00.hs, 0.7071, True
Tests/Unit/neg/TermReal.hs, 0.6590, True
Tests/Unit/neg/TerminationNum0.hs, 0.6907, True
Tests/Unit/neg/TerminationNum.hs, 0.6645, True
Tests/Unit/neg/T745.hs, 0.6527, True
Tests/Unit/neg/T743.hs, 0.7611, True
Tests/Unit/neg/T743-mini.hs, 0.6934, True
Tests/Unit/neg/T602.hs, 0.6601, True
Tests/Unit/neg/sumPoly.hs, 0.7098, True
Tests/Unit/neg/sumk.hs, 0.6560, True
Tests/Unit/neg/Sum.hs, 0.7489, True
Tests/Unit/neg/Strings.hs, 0.6478, True
Tests/Unit/neg/string00.hs, 0.6867, True
Tests/Unit/neg/StrictPair1.hs, 1.0701, True
Tests/Unit/neg/StrictPair0.hs, 0.6651, True
Tests/Unit/neg/StreamInvariants.hs, 0.6704, True
Tests/Unit/neg/Strata.hs, 0.6609, True
Tests/Unit/neg/StateConstraints00.hs, 0.6999, True
Tests/Unit/neg/StateConstraints0.hs, 28.9263, True
Tests/Unit/neg/StateConstraints.hs, 1.5407, True
Tests/Unit/neg/state00.hs, 0.6950, True
Tests/Unit/neg/state0.hs, 0.6835, True
Tests/Unit/neg/stacks.hs, 1.1064, True
Tests/Unit/neg/Solver.hs, 1.6110, True
Tests/Unit/neg/SafePartialFunctions.hs, 0.7630, True
Tests/Unit/neg/risers.hs, 0.7507, True
Tests/Unit/neg/RG.hs, 1.2080, True
Tests/Unit/neg/revshape.hs, 0.7229, True
Tests/Unit/neg/RecSelector.hs, 0.7305, True
Tests/Unit/neg/RecQSort.hs, 1.0704, True
Tests/Unit/neg/record0.hs, 0.7010, True
Tests/Unit/neg/range.hs, 1.2986, True
Tests/Unit/neg/qsloop.hs, 1.1105, True
Tests/Unit/neg/QQTySyn2.hs, 2.6538, True
Tests/Unit/neg/QQTySyn1.hs, 2.6750, True
Tests/Unit/neg/QQTySig.hs, 2.5991, True
Tests/Unit/neg/prune0.hs, 0.7635, True
Tests/Unit/neg/Propability0.hs, 0.8329, True
Tests/Unit/neg/Propability.hs, 0.8887, True
Tests/Unit/neg/pred.hs, 0.5924, True
Tests/Unit/neg/pragma0-unsafe.hs, 0.6981, True
Tests/Unit/neg/poslist.hs, 1.0388, True
Tests/Unit/neg/polypred.hs, 0.7733, True
Tests/Unit/neg/poly2.hs, 0.7913, True
Tests/Unit/neg/poly2-degenerate.hs, 0.7739, True
Tests/Unit/neg/poly1.hs, 0.8257, True
Tests/Unit/neg/poly0.hs, 0.8342, True
Tests/Unit/neg/partial.hs, 0.7373, True
Tests/Unit/neg/pargs1.hs, 0.7087, True
Tests/Unit/neg/pargs.hs, 0.7044, True
Tests/Unit/neg/PairMeasure.hs, 0.7755, True
Tests/Unit/neg/pair0.hs, 2.0048, True
Tests/Unit/neg/pair.hs, 2.2171, True
Tests/Unit/neg/NoMethodBindingError.hs, 0.7255, True
Tests/Unit/neg/NoExhaustiveGuardsError.hs, 0.7501, True
Tests/Unit/neg/nestedRecursion.hs, 0.7865, True
Tests/Unit/neg/MultipleInvariants.hs, 0.7582, True
Tests/Unit/neg/MultiParamTypeClasses.hs, 0.7439, True
Tests/Unit/neg/multi-pred-app-00.hs, 0.7154, True
Tests/Unit/neg/mr00.hs, 1.0119, True
Tests/Unit/neg/monad7.hs, 1.0886, True
Tests/Unit/neg/monad6.hs, 0.7899, True
Tests/Unit/neg/monad5.hs, 0.8666, True
Tests/Unit/neg/monad4.hs, 0.9010, True
